timestamp,index,memory_used_mib,gpu_utilization_pct,memory_utilization_pct,power_draw_w
2026/09/14 23:04:47.663, 0, 0, 0, 0, 173.62
2026/09/14 23:04:47.696, 1, 0, 0, 0, 177.17
2026/09/14 23:04:47.701, 2, 0, 0, 0, 154.36
2026/09/14 23:04:47.708, 3, 0, 0, 0, 169.88
2026/09/14 23:04:48.715, 0, 0, 0, 0, 185.15
2026/09/14 23:04:48.719, 1, 0, 0, 0, 200.57
2026/09/14 23:04:48.721, 2, 0, 0, 0, 154.28
2026/09/14 23:04:48.724, 3, 0, 0, 0, 169.28
2026/09/14 23:04:49.726, 0, 1, 0, 0, 172.90
2026/09/14 23:04:49.736, 1, 1, 0, 0, 180.10
2026/09/14 23:04:49.738, 2, 1, 0, 0, 154.36
2026/09/14 23:04:49.750, 3, 1, 0, 0, 169.29
2026/09/14 23:04:50.815, 0, 3, 0, 0, 167.05
2026/09/14 23:04:50.875, 1, 3, 0, 0, 183.12
2026/09/14 23:04:50.886, 2, 3, 0, 0, 160.85
2026/09/14 23:04:50.899, 3, 3, 0, 0, 173.25
2026/09/14 23:04:51.910, 0, 3, 0, 0, 167.04
2026/09/14 23:04:51.914, 1, 3, 0, 0, 189.12
2026/09/14 23:04:51.916, 2, 3, 0, 0, 170.15
2026/09/14 23:04:51.919, 3, 3, 0, 0, 203.41
2026/09/14 23:04:52.922, 0, 3, 0, 0, 167.11
2026/09/14 23:04:52.925, 1, 3, 0, 0, 167.79
2026/09/14 23:04:52.928, 2, 3, 0, 0, 159.51
2026/09/14 23:04:52.931, 3, 3, 0, 0, 190.09
2026/09/14 23:04:53.933, 0, 3, 0, 0, 167.11
2026/09/14 23:04:53.937, 1, 3, 0, 0, 163.92
2026/09/14 23:04:53.940, 2, 3, 0, 0, 154.44
2026/09/14 23:04:53.942, 3, 3, 0, 0, 170.32
2026/09/14 23:04:54.945, 0, 3, 0, 0, 167.11
2026/09/14 23:04:54.948, 1, 3, 0, 0, 162.22
2026/09/14 23:04:54.951, 2, 3, 0, 0, 154.37
2026/09/14 23:04:54.953, 3, 3, 0, 0, 169.29
2026/09/14 23:04:55.956, 0, 3, 0, 0, 167.04
2026/09/14 23:04:55.960, 1, 3, 0, 0, 162.21
2026/09/14 23:04:55.962, 2, 3, 0, 0, 154.36
2026/09/14 23:04:55.965, 3, 3, 0, 0, 169.29
2026/09/14 23:04:56.968, 0, 3, 0, 0, 167.04
2026/09/14 23:04:56.971, 1, 3, 0, 0, 162.21
2026/09/14 23:04:56.974, 2, 3, 0, 0, 154.36
2026/09/14 23:04:56.977, 3, 3, 0, 0, 169.29
2026/09/14 23:04:57.979, 0, 3, 0, 0, 166.97
2026/09/14 23:04:57.983, 1, 3, 0, 0, 162.21
2026/09/14 23:04:57.986, 2, 3, 0, 0, 154.37
2026/09/14 23:04:57.988, 3, 3, 0, 0, 169.29
2026/09/14 23:04:58.991, 0, 3, 0, 0, 166.89
2026/09/14 23:04:58.994, 1, 3, 0, 0, 162.21
2026/09/14 23:04:58.997, 2, 3, 0, 0, 154.36
2026/09/14 23:04:59.000, 3, 3, 0, 0, 169.29
2026/09/14 23:05:00.002, 0, 3, 0, 0, 167.11
2026/09/14 23:05:00.006, 1, 3, 0, 0, 162.21
2026/09/14 23:05:00.009, 2, 3, 0, 0, 154.36
2026/09/14 23:05:00.012, 3, 3, 0, 0, 169.29
2026/09/14 23:05:01.014, 0, 3, 0, 0, 167.11
2026/09/14 23:05:01.017, 1, 3, 0, 0, 162.21
2026/09/14 23:05:01.020, 2, 3, 0, 0, 154.37
2026/09/14 23:05:01.023, 3, 3, 0, 0, 169.29
2026/09/14 23:05:02.026, 0, 3, 0, 0, 167.11
2026/09/14 23:05:02.029, 1, 3, 0, 0, 162.21
2026/09/14 23:05:02.032, 2, 3, 0, 0, 154.36
2026/09/14 23:05:02.035, 3, 3, 0, 0, 169.29
2026/09/14 23:05:03.037, 0, 3, 0, 0, 167.11
2026/09/14 23:05:03.040, 1, 3, 0, 0, 162.21
2026/09/14 23:05:03.043, 2, 3, 0, 0, 154.36
2026/09/14 23:05:03.046, 3, 3, 0, 0, 169.29
2026/09/14 23:05:04.049, 0, 3, 0, 0, 166.89
2026/09/14 23:05:04.052, 1, 3, 0, 0, 162.21
2026/09/14 23:05:04.055, 2, 3, 0, 0, 154.37
2026/09/14 23:05:04.057, 3, 3, 0, 0, 169.29
2026/09/14 23:05:05.060, 0, 3, 0, 0, 167.04
2026/09/14 23:05:05.063, 1, 3, 0, 0, 162.21
2026/09/14 23:05:05.066, 2, 3, 0, 0, 154.36
2026/09/14 23:05:05.069, 3, 3, 0, 0, 169.29
2026/09/14 23:05:06.072, 0, 3, 0, 0, 167.10
2026/09/14 23:05:06.075, 1, 3, 0, 0, 162.10
2026/09/14 23:05:06.078, 2, 3, 0, 0, 154.05
2026/09/14 23:05:06.080, 3, 3, 0, 0, 169.28
2026/09/14 23:05:07.083, 0, 3, 0, 0, 167.11
2026/09/14 23:05:07.086, 1, 3, 0, 0, 162.12
2026/09/14 23:05:07.089, 2, 3, 0, 0, 154.36
2026/09/14 23:05:07.092, 3, 3, 0, 0, 169.29
2026/09/14 23:05:08.094, 0, 3, 0, 0, 167.11
2026/09/14 23:05:08.104, 1, 3, 0, 0, 162.14
2026/09/14 23:05:08.107, 2, 3, 0, 0, 154.36
2026/09/14 23:05:08.111, 3, 3, 0, 0, 169.29
2026/09/14 23:05:09.114, 0, 3, 0, 0, 167.11
2026/09/14 23:05:09.117, 1, 3, 0, 0, 162.24
2026/09/14 23:05:09.119, 2, 3, 0, 0, 154.36
2026/09/14 23:05:09.122, 3, 3, 0, 0, 169.29
2026/09/14 23:05:10.125, 0, 3, 0, 0, 167.10
2026/09/14 23:05:10.128, 1, 3, 0, 0, 161.96
2026/09/14 23:05:10.130, 2, 3, 0, 0, 153.74
2026/09/14 23:05:10.133, 3, 3, 0, 0, 169.26
2026/09/14 23:05:11.136, 0, 3, 0, 0, 167.11
2026/09/14 23:05:11.139, 1, 3, 0, 0, 162.14
2026/09/14 23:05:11.142, 2, 3, 0, 0, 154.36
2026/09/14 23:05:11.144, 3, 3, 0, 0, 169.29
2026/09/14 23:05:12.147, 0, 3, 0, 0, 167.11
2026/09/14 23:05:12.150, 1, 3, 0, 0, 162.14
2026/09/14 23:05:12.153, 2, 3, 0, 0, 154.36
2026/09/14 23:05:12.156, 3, 3, 0, 0, 169.29
2026/09/14 23:05:13.159, 0, 3, 0, 0, 167.11
2026/09/14 23:05:13.163, 1, 3, 0, 0, 162.13
2026/09/14 23:05:13.165, 2, 3, 0, 0, 154.36
2026/09/14 23:05:13.168, 3, 3, 0, 0, 169.29
2026/09/14 23:05:14.171, 0, 3, 0, 0, 167.04
2026/09/14 23:05:14.174, 1, 3, 0, 0, 162.11
2026/09/14 23:05:14.177, 2, 3, 0, 0, 154.36
2026/09/14 23:05:14.180, 3, 3, 0, 0, 169.29
2026/09/14 23:05:15.183, 0, 3, 0, 0, 167.11
2026/09/14 23:05:15.186, 1, 3, 0, 0, 162.11
2026/09/14 23:05:15.188, 2, 3, 0, 0, 154.36
2026/09/14 23:05:15.191, 3, 3, 0, 0, 169.29
2026/09/14 23:05:16.194, 0, 3, 0, 0, 167.04
2026/09/14 23:05:16.198, 1, 3, 0, 0, 162.12
2026/09/14 23:05:16.200, 2, 3, 0, 0, 154.36
2026/09/14 23:05:16.203, 3, 3, 0, 0, 169.29
2026/09/14 23:05:17.205, 0, 3, 0, 0, 167.11
2026/09/14 23:05:17.209, 1, 3, 0, 0, 162.12
2026/09/14 23:05:17.212, 2, 3, 0, 0, 154.36
2026/09/14 23:05:17.214, 3, 3, 0, 0, 169.29
2026/09/14 23:05:18.217, 0, 3, 0, 0, 167.03
2026/09/14 23:05:18.221, 1, 3, 0, 0, 162.12
2026/09/14 23:05:18.224, 2, 3, 0, 0, 154.36
2026/09/14 23:05:18.227, 3, 3, 0, 0, 169.29
2026/09/14 23:05:19.230, 0, 3, 0, 0, 167.03
2026/09/14 23:05:19.234, 1, 3, 0, 0, 162.13
2026/09/14 23:05:19.237, 2, 3, 0, 0, 154.36
2026/09/14 23:05:19.239, 3, 3, 0, 0, 169.29
2026/09/14 23:05:20.242, 0, 3, 0, 0, 167.11
2026/09/14 23:05:20.246, 1, 3, 0, 0, 162.11
2026/09/14 23:05:20.249, 2, 720, 0, 0, 168.91
2026/09/14 23:05:20.252, 3, 720, 0, 0, 185.52
2026/09/14 23:05:21.255, 0, 720, 0, 0, 208.20
2026/09/14 23:05:21.258, 1, 824, 0, 0, 207.07
2026/09/14 23:05:21.261, 2, 720, 0, 0, 215.82
2026/09/14 23:05:21.264, 3, 824, 0, 0, 232.77
2026/09/14 23:05:22.266, 0, 922, 0, 0, 228.41
2026/09/14 23:05:22.277, 1, 922, 0, 0, 227.27
2026/09/14 23:05:22.287, 2, 922, 0, 0, 215.80
2026/09/14 23:05:22.298, 3, 922, 0, 0, 232.76
2026/09/14 23:05:23.310, 0, 2172, 0, 0, 228.48
2026/09/14 23:05:23.313, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:23.316, 2, 2204, 0, 0, 215.90
2026/09/14 23:05:23.319, 3, 2044, 0, 0, 232.72
2026/09/14 23:05:24.321, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:24.325, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:24.328, 2, 2204, 0, 0, 215.58
2026/09/14 23:05:24.330, 3, 2044, 0, 0, 232.70
2026/09/14 23:05:25.333, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:25.337, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:25.339, 2, 2204, 0, 0, 215.57
2026/09/14 23:05:25.342, 3, 2044, 0, 0, 232.71
2026/09/14 23:05:26.345, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:26.348, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:26.351, 2, 2204, 0, 0, 215.60
2026/09/14 23:05:26.354, 3, 2044, 0, 0, 232.70
2026/09/14 23:05:27.356, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:27.360, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:27.363, 2, 2204, 0, 0, 215.57
2026/09/14 23:05:27.365, 3, 2044, 0, 0, 232.68
2026/09/14 23:05:28.368, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:28.372, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:28.374, 2, 2204, 0, 0, 215.55
2026/09/14 23:05:28.377, 3, 2044, 0, 0, 232.67
2026/09/14 23:05:29.380, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:29.383, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:29.386, 2, 2204, 0, 0, 215.55
2026/09/14 23:05:29.388, 3, 2044, 0, 0, 232.68
2026/09/14 23:05:30.391, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:30.394, 1, 2204, 0, 0, 227.27
2026/09/14 23:05:30.397, 2, 2204, 0, 0, 215.60
2026/09/14 23:05:30.400, 3, 2044, 0, 0, 232.73
2026/09/14 23:05:31.402, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:31.405, 1, 2204, 0, 0, 227.20
2026/09/14 23:05:31.407, 2, 2204, 0, 0, 215.74
2026/09/14 23:05:31.410, 3, 2044, 0, 0, 232.77
2026/09/14 23:05:32.412, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:32.415, 1, 2204, 0, 0, 227.19
2026/09/14 23:05:32.417, 2, 2204, 0, 0, 215.65
2026/09/14 23:05:32.420, 3, 2044, 0, 0, 232.78
2026/09/14 23:05:33.422, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:33.425, 1, 2204, 0, 0, 227.19
2026/09/14 23:05:33.428, 2, 2204, 0, 0, 215.66
2026/09/14 23:05:33.430, 3, 2044, 0, 0, 232.77
2026/09/14 23:05:34.433, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:34.435, 1, 2204, 0, 0, 227.19
2026/09/14 23:05:34.438, 2, 2204, 0, 0, 215.89
2026/09/14 23:05:34.440, 3, 2044, 0, 0, 232.78
2026/09/14 23:05:35.443, 0, 2172, 0, 0, 228.41
2026/09/14 23:05:35.446, 1, 2204, 0, 0, 227.20
2026/09/14 23:05:35.448, 2, 2204, 0, 0, 215.75
2026/09/14 23:05:35.451, 3, 2044, 0, 0, 232.77
2026/09/14 23:05:36.453, 0, 2202, 2, 0, 228.41
2026/09/14 23:05:36.457, 1, 2234, 5, 0, 227.27
2026/09/14 23:05:36.460, 2, 2234, 5, 0, 215.56
2026/09/14 23:05:36.463, 3, 2074, 5, 0, 232.66
2026/09/14 23:05:37.466, 0, 35302, 0, 0, 228.41
2026/09/14 23:05:37.469, 1, 35334, 0, 0, 227.27
2026/09/14 23:05:37.472, 2, 35334, 0, 0, 215.77
2026/09/14 23:05:37.474, 3, 35174, 0, 0, 232.65
2026/09/14 23:05:38.477, 0, 122692, 2, 0, 228.78
2026/09/14 23:05:38.480, 1, 122724, 2, 0, 227.50
2026/09/14 23:05:38.483, 2, 122724, 1, 0, 216.52
2026/09/14 23:05:38.486, 3, 122564, 1, 0, 233.09
2026/09/14 23:05:39.489, 0, 122692, 1, 0, 228.41
2026/09/14 23:05:39.493, 1, 122724, 1, 0, 227.27
2026/09/14 23:05:39.496, 2, 122724, 0, 0, 215.63
2026/09/14 23:05:39.499, 3, 123328, 0, 0, 232.72
2026/09/14 23:05:40.502, 0, 122692, 1, 0, 228.41
2026/09/14 23:05:40.506, 1, 122724, 1, 0, 227.27
2026/09/14 23:05:40.509, 2, 122724, 1, 0, 215.53
2026/09/14 23:05:40.512, 3, 123328, 4, 0, 235.55
2026/09/14 23:05:41.515, 0, 122692, 1, 0, 228.41
2026/09/14 23:05:41.519, 1, 122724, 1, 0, 227.27
2026/09/14 23:05:41.522, 2, 122724, 0, 0, 215.54
2026/09/14 23:05:41.525, 3, 123328, 3, 0, 235.55
2026/09/14 23:05:42.528, 0, 122692, 1, 0, 228.41
2026/09/14 23:05:42.532, 1, 122724, 1, 0, 227.27
2026/09/14 23:05:42.535, 2, 122724, 1, 0, 215.54
2026/09/14 23:05:42.538, 3, 123328, 4, 0, 235.03
2026/09/14 23:05:43.541, 0, 122692, 1, 0, 228.41
2026/09/14 23:05:43.545, 1, 122724, 1, 0, 227.27
2026/09/14 23:05:43.548, 2, 122724, 2, 0, 215.54
2026/09/14 23:05:43.551, 3, 123328, 4, 0, 232.86
2026/09/14 23:05:44.554, 0, 123456, 4, 0, 229.42
2026/09/14 23:05:44.558, 1, 123488, 4, 0, 227.00
2026/09/14 23:05:44.562, 2, 123488, 4, 0, 217.84
2026/09/14 23:05:44.565, 3, 123328, 3, 0, 232.71
2026/09/14 23:05:45.569, 0, 123456, 5, 0, 229.80
2026/09/14 23:05:45.573, 1, 123488, 0, 0, 227.49
2026/09/14 23:05:45.576, 2, 123488, 0, 0, 219.60
2026/09/14 23:05:45.579, 3, 123328, 2, 0, 232.70
2026/09/14 23:05:46.582, 0, 123456, 2, 0, 230.51
2026/09/14 23:05:46.586, 1, 123488, 0, 0, 227.98
2026/09/14 23:05:46.589, 2, 123488, 0, 0, 217.38
2026/09/14 23:05:46.592, 3, 123328, 1, 0, 232.71
2026/09/14 23:05:47.595, 0, 123456, 4, 0, 229.83
2026/09/14 23:05:47.599, 1, 123488, 4, 0, 229.21
2026/09/14 23:05:47.603, 2, 123488, 4, 0, 216.82
2026/09/14 23:05:47.606, 3, 123328, 2, 0, 232.63
2026/09/14 23:05:48.610, 0, 123456, 0, 0, 228.63
2026/09/14 23:05:48.613, 1, 123488, 1, 0, 227.26
2026/09/14 23:05:48.616, 2, 123488, 1, 0, 216.23
2026/09/14 23:05:48.619, 3, 123328, 3, 0, 232.71
2026/09/14 23:05:49.622, 0, 123456, 0, 0, 228.41
