timestamp,index,memory_used_mib,gpu_utilization_pct,memory_utilization_pct,power_draw_w
2026/09/15 01:24:15.499, 0, 0, 0, 0, 167.11
2026/09/15 01:24:15.536, 1, 0, 0, 0, 164.69
2026/09/15 01:24:15.544, 2, 0, 0, 0, 155.43
2026/09/15 01:24:15.550, 3, 0, 0, 0, 169.29
2026/09/15 01:24:16.556, 0, 0, 0, 0, 167.10
2026/09/15 01:24:16.560, 1, 0, 0, 0, 162.21
2026/09/15 01:24:16.563, 2, 0, 0, 0, 154.40
2026/09/15 01:24:16.565, 3, 0, 0, 0, 169.29
2026/09/15 01:24:17.568, 0, 0, 0, 0, 167.11
2026/09/15 01:24:17.571, 1, 0, 0, 0, 162.21
2026/09/15 01:24:17.573, 2, 0, 0, 0, 154.39
2026/09/15 01:24:17.576, 3, 0, 0, 0, 169.29
2026/09/15 01:24:18.578, 0, 1, 0, 0, 167.11
2026/09/15 01:24:18.626, 1, 1, 0, 0, 162.22
2026/09/15 01:24:18.629, 2, 1, 0, 0, 154.37
2026/09/15 01:24:18.632, 3, 1, 0, 0, 169.29
2026/09/15 01:24:19.635, 0, 3, 0, 0, 170.16
2026/09/15 01:24:19.713, 1, 3, 0, 0, 182.50
2026/09/15 01:24:19.724, 2, 3, 0, 0, 160.80
2026/09/15 01:24:19.737, 3, 3, 0, 0, 173.62
2026/09/15 01:24:20.748, 0, 3, 0, 0, 167.11
2026/09/15 01:24:20.751, 1, 3, 0, 0, 189.43
2026/09/15 01:24:20.754, 2, 3, 0, 0, 169.76
2026/09/15 01:24:20.756, 3, 3, 0, 0, 206.69
2026/09/15 01:24:21.759, 0, 3, 0, 0, 167.11
2026/09/15 01:24:21.762, 1, 3, 0, 0, 166.08
2026/09/15 01:24:21.765, 2, 3, 0, 0, 159.97
2026/09/15 01:24:21.767, 3, 3, 0, 0, 191.76
2026/09/15 01:24:22.770, 0, 3, 0, 0, 167.11
2026/09/15 01:24:22.773, 1, 3, 0, 0, 164.41
2026/09/15 01:24:22.775, 2, 3, 0, 0, 154.36
2026/09/15 01:24:22.778, 3, 3, 0, 0, 172.00
2026/09/15 01:24:23.780, 0, 3, 0, 0, 167.11
2026/09/15 01:24:23.784, 1, 3, 0, 0, 162.22
2026/09/15 01:24:23.786, 2, 3, 0, 0, 154.37
2026/09/15 01:24:23.789, 3, 3, 0, 0, 169.74
2026/09/15 01:24:24.791, 0, 3, 0, 0, 167.11
2026/09/15 01:24:24.795, 1, 3, 0, 0, 162.22
2026/09/15 01:24:24.798, 2, 3, 0, 0, 154.38
2026/09/15 01:24:24.800, 3, 3, 0, 0, 169.29
2026/09/15 01:24:25.803, 0, 3, 0, 0, 167.11
2026/09/15 01:24:25.806, 1, 3, 0, 0, 162.22
2026/09/15 01:24:25.809, 2, 3, 0, 0, 154.37
2026/09/15 01:24:25.811, 3, 3, 0, 0, 169.29
2026/09/15 01:24:26.814, 0, 3, 0, 0, 167.11
2026/09/15 01:24:26.817, 1, 3, 0, 0, 162.21
2026/09/15 01:24:26.819, 2, 3, 0, 0, 154.39
2026/09/15 01:24:26.822, 3, 3, 0, 0, 169.29
2026/09/15 01:24:27.824, 0, 3, 0, 0, 167.11
2026/09/15 01:24:27.828, 1, 3, 0, 0, 162.22
2026/09/15 01:24:27.830, 2, 3, 0, 0, 154.37
2026/09/15 01:24:27.833, 3, 3, 0, 0, 169.29
2026/09/15 01:24:28.835, 0, 3, 0, 0, 167.11
2026/09/15 01:24:28.838, 1, 3, 0, 0, 162.22
2026/09/15 01:24:28.840, 2, 3, 0, 0, 154.37
2026/09/15 01:24:28.843, 3, 3, 0, 0, 169.29
2026/09/15 01:24:29.845, 0, 3, 0, 0, 167.11
2026/09/15 01:24:29.848, 1, 3, 0, 0, 162.21
2026/09/15 01:24:29.851, 2, 3, 0, 0, 154.36
2026/09/15 01:24:29.853, 3, 3, 0, 0, 169.29
2026/09/15 01:24:30.856, 0, 3, 0, 0, 167.11
2026/09/15 01:24:30.858, 1, 3, 0, 0, 162.21
2026/09/15 01:24:30.861, 2, 3, 0, 0, 154.36
2026/09/15 01:24:30.863, 3, 3, 0, 0, 169.29
2026/09/15 01:24:31.866, 0, 3, 0, 0, 167.11
2026/09/15 01:24:31.869, 1, 3, 0, 0, 162.22
2026/09/15 01:24:31.871, 2, 3, 0, 0, 154.37
2026/09/15 01:24:31.874, 3, 3, 0, 0, 169.29
2026/09/15 01:24:32.876, 0, 3, 0, 0, 167.11
2026/09/15 01:24:32.880, 1, 3, 0, 0, 162.21
2026/09/15 01:24:32.883, 2, 3, 0, 0, 154.36
2026/09/15 01:24:32.886, 3, 3, 0, 0, 169.29
2026/09/15 01:24:33.889, 0, 3, 0, 0, 167.10
