timestamp,index,memory_used_mib,gpu_utilization_pct,memory_utilization_pct,power_draw_w
2026/09/15 00:30:13.412, 0, 0, 0, 0, 167.11
2026/09/15 00:30:13.439, 1, 0, 0, 0, 162.29
2026/09/15 00:30:13.445, 2, 0, 0, 0, 154.42
2026/09/15 00:30:13.453, 3, 0, 0, 0, 169.29
2026/09/15 00:30:14.461, 0, 0, 0, 0, 167.10
2026/09/15 00:30:14.465, 1, 0, 0, 0, 162.21
2026/09/15 00:30:14.468, 2, 0, 0, 0, 154.37
2026/09/15 00:30:14.470, 3, 0, 0, 0, 169.29
2026/09/15 00:30:15.473, 0, 0, 0, 0, 167.11
2026/09/15 00:30:15.476, 1, 0, 0, 0, 162.21
2026/09/15 00:30:15.478, 2, 0, 0, 0, 154.36
2026/09/15 00:30:15.481, 3, 0, 0, 0, 169.29
2026/09/15 00:30:16.483, 0, 1, 0, 0, 167.11
2026/09/15 00:30:16.488, 1, 1, 0, 0, 162.21
2026/09/15 00:30:16.490, 2, 1, 0, 0, 154.37
2026/09/15 00:30:16.493, 3, 1, 0, 0, 169.29
2026/09/15 00:30:17.496, 0, 3, 0, 0, 170.15
2026/09/15 00:30:17.571, 1, 3, 0, 0, 196.21
2026/09/15 00:30:17.582, 2, 3, 0, 0, 178.39
2026/09/15 00:30:17.595, 3, 3, 0, 0, 171.44
2026/09/15 00:30:18.607, 0, 3, 0, 0, 168.33
2026/09/15 00:30:18.610, 1, 3, 0, 0, 203.54
2026/09/15 00:30:18.612, 2, 3, 0, 0, 200.54
2026/09/15 00:30:18.615, 3, 3, 0, 0, 174.13
2026/09/15 00:30:19.617, 0, 3, 0, 0, 167.11
2026/09/15 00:30:19.620, 1, 3, 0, 0, 166.15
2026/09/15 00:30:19.623, 2, 3, 0, 0, 165.21
2026/09/15 00:30:19.625, 3, 3, 0, 0, 169.93
2026/09/15 00:30:20.628, 0, 3, 0, 0, 167.11
2026/09/15 00:30:20.631, 1, 3, 0, 0, 166.08
2026/09/15 00:30:20.633, 2, 3, 0, 0, 156.87
2026/09/15 00:30:20.636, 3, 3, 0, 0, 169.29
2026/09/15 00:30:21.638, 0, 3, 0, 0, 167.11
2026/09/15 00:30:21.642, 1, 3, 0, 0, 162.45
2026/09/15 00:30:21.644, 2, 3, 0, 0, 154.36
2026/09/15 00:30:21.646, 3, 3, 0, 0, 169.29
2026/09/15 00:30:22.649, 0, 3, 0, 0, 167.11
2026/09/15 00:30:22.652, 1, 3, 0, 0, 162.29
2026/09/15 00:30:22.655, 2, 3, 0, 0, 154.37
2026/09/15 00:30:22.657, 3, 3, 0, 0, 169.29
2026/09/15 00:30:23.660, 0, 3, 0, 0, 167.11
2026/09/15 00:30:23.663, 1, 3, 0, 0, 162.22
2026/09/15 00:30:23.666, 2, 3, 0, 0, 154.37
2026/09/15 00:30:23.668, 3, 3, 0, 0, 169.29
2026/09/15 00:30:24.671, 0, 3, 0, 0, 167.11
2026/09/15 00:30:24.674, 1, 3, 0, 0, 162.22
2026/09/15 00:30:24.677, 2, 3, 0, 0, 154.37
2026/09/15 00:30:24.679, 3, 3, 0, 0, 169.29
2026/09/15 00:30:25.682, 0, 3, 0, 0, 167.11
2026/09/15 00:30:25.685, 1, 3, 0, 0, 162.22
2026/09/15 00:30:25.687, 2, 3, 0, 0, 154.36
2026/09/15 00:30:25.690, 3, 3, 0, 0, 169.29
2026/09/15 00:30:26.692, 0, 3, 0, 0, 167.11
2026/09/15 00:30:26.695, 1, 3, 0, 0, 162.22
2026/09/15 00:30:26.698, 2, 3, 0, 0, 154.38
2026/09/15 00:30:26.700, 3, 3, 0, 0, 169.29
2026/09/15 00:30:27.703, 0, 3, 0, 0, 167.11
2026/09/15 00:30:27.705, 1, 3, 0, 0, 162.22
2026/09/15 00:30:27.708, 2, 3, 0, 0, 154.37
2026/09/15 00:30:27.710, 3, 3, 0, 0, 169.29
2026/09/15 00:30:28.713, 0, 3, 0, 0, 167.11
2026/09/15 00:30:28.715, 1, 3, 0, 0, 162.22
2026/09/15 00:30:28.718, 2, 3, 0, 0, 154.37
2026/09/15 00:30:28.720, 3, 3, 0, 0, 169.29
2026/09/15 00:30:29.723, 0, 3, 0, 0, 167.11
2026/09/15 00:30:29.726, 1, 3, 0, 0, 162.21
2026/09/15 00:30:29.729, 2, 3, 0, 0, 154.36
